text,class
Really? From what university did you earn your science degree that makes you qualified to make judgements about what is science?,sarc
sinjin - I didn't mean to imply any linkage between your opinions and those of another poster. Apologies.,notsarc
"Monty babbles:   Again Monty has shown that he doesn't bother to learn what he is talking about before he speaks. It is not true that science has ""found"" the mitochondrial Eve, nor is it true that it shows that one person can have all the DNA necessary for all the variation in human population. Both ideas are ridiculous in the extreme. The mitochondrial (note spelling monty) Eve is a mathematical concept. If the estimates of the mutation rate of mitochondrial DNA are correct, then she lived about 200,000 years ago or so.   And of course, the variation in human populations is carried by the nuclear DNA, not the mitochondria. High school biology students know this. And, of course, recent analysis has shown that every gene in the human genome has an average of 14 alleles. Since a single person can carry only two alleles of any gene, monty's assertion becomes pure nonsense.   Hank says:   Really? When and by whom? I wasn't even aware that it was an hypothesis but simply a mathematical concept derived from the mutation rate of the mitochondrial DNA. Possibly the time has been adjusted due to differing estimates of the mutatiion rate, but the concept is valid.   Here is some information. Monty, I would recommend that you read the books suggested so that you might gain some understanding of what you are discussing. You continue to make yourself look foolish. River out of Eden is a good, basic introduction to the main concepts of evolutionary biology.   For information on Mitochondrial Eve see What, if anything, is a Mitochondrial Eve?",notsarc
And I suppose they are also responsible for the evolution of utterly insane mental cases such as yourself? And for electing GBII. And for Saddam Hussein. And for the drought in the South currently. And for cancer and AIDS. And heck why stop there why not for the Devil himself. All those sodomites must have become the original demons in hell I suppose.,sarc
Well you better hurry up. Aren't you like 113 years old or something?,sarc
"You think it was Me? You are yet again, confused. I don't even know what a DROS is. Department of Registration Ohio State? That would be my best guess, seeing that I am from Ohio!",sarc
"Well, both traffic in waste material. Many traps are present in each for them to function properly. And don't forget where biological evolution and plumbing both lead you--into a cesspool.",sarc
"Way to make a controversial, unsupported assertion, Winston!",sarc
Read THIS slower:,sarc
"Interesting sigline. Let?s explore it further.   So, if I?m a woman working in a high crime area of a city at night and carry a handgun for my protection because I?m only 5? tall and 100 pounds and couldn?t engage in hand-to-hand combat with a 250 pound assailant, I?m a coward?",sarc
How is mythology relevant?,sarc
Can't say.,notsarc
"So, your saying an eyewitness would mean nothing. Yeah right.",notsarc
This remains unspecified. (I explained this in the last paragraph),notsarc
"There is just one thing however. The coelacanths found are different from those in the fossil record. Further, ALL evidence pointed to them being extinct, until we found other evidence, and we changed it. And, to top it off, the article says NEARLY extinct, not COMPLETELY. Although, this article was of course written after the coelocanths were re-discovered. Of course, this has absolutely nothing to do with the theory of evolution, which explains the mechanisms responsible for the change of allele frequencies in populations over time.",notsarc
"Actually, no, that is not what I said. I said:   What you quoted is what Answers in Genesis said. Please do not be dishonest and tell others that I said this as I did not.",notsarc
Aaaaaaaaaaaaaaaaaahahahahahaha. The deliberately out-of-context quotes again that directly contradict the conclusions of the authors.,notsarc
"And when supersport says that the fossil record was created by god to test the faith of the people? He could make his hypothesis unfalsifiable, and he wouldn't care that it would be unscientific.",notsarc
"We can add to this list, Singin's desire of criminalizing gun owners who don't report gun thefts in a required time and to lock up all guns in a manner that will prevent thefts. He of course says that does not mean jail, but aiding and abetting and straw sales already require serious jail time. and straw sales is already a Federal Offense with either 5 or 10 year jail terms. So we are talking about Very Serious jail terms regardless of what Sinjin might say in order to sell the idea. And one more thing the Anti-gun forces want but won't say it now.",notsarc
"Different sort of penetration, so no.",notsarc
Oh - so you don't want to force me through pregnancy at any cost to me? You will let me make what decision is best for me? You will actually realize that I am in the best position to know?,sarc
"You know 'my kind'? How very presumptuous on your part. Then you know individual choice is the issue, not enforced medical procedures. You didn't answer the question regarding pregnant women who intend to carry to term being required to have a sonogram.",notsarc
"In this case, I will present the Theory of Evolution by Natural Selection as evidence that life is evolving. As the evidence has been shown to support it, you are the person who should be presenting evidence. Currently, your assertion that organisms are ""devolving"" because of mutations has been shown to be faulty.",notsarc
"Blah, blah, blah.   Stop throwing out discredited and biased stories. Explain in your own terms, exactly how having a gun makes you more likely to be shot. Explain the mechanics of how this works. Go on and try, make some sense rather than cherry picking poorly executed ""studies"" that prove nothing.   You made the claim that if you have a gun in your possession, this fact magnifies your chances of somehow being shot. What you suggest can only happen if magic somehow exists, like the legally-owned guns sends out powerful magnetic waves to attract the criminals and hypnotizes them to shoot in a situation that they normally wouldn't shoot.",sarc
"What's your claim? That the seasonal molt of arctic foxes is evolution or that it is not? As usual, your responses show muddled thinking.",notsarc
Wouldn't it be wonderful if women everywhere would not bleed to death after childbirth?,sarc
"Well then this doesn't answer my question.   If you have 10 doctors for 100 people (this is just an example) and only 50 of them have health insurance and each doctor gets paid $100 a year then your health care per capita is $10 ([10doctors x $100]/100 people). If you change it to 100 people with health insurance you now have $10 per capita as well because you population did not change. Health care costs are shown per capita and not per person insured: Per Capita Health Expenditures by Country, 2007 &amp;mdash; Infoplease.com   So again, if you go from $6,000 per capita per that website given above to say Switzerland levels at $4,100 per capita then where did that money come from?",notsarc
"Doesn't matter if they ""give it up"" or not. They don't legally issue death certificates for abortions. Imagine that. Death certificates are ONLY issued to once living persons. OH WAIT!!! I think we just proved that a ZEF is not a ""person""",sarc
"If you are open minded enough to consider an opposing point of view, Maybe one day you and I can debate those claims. But if you are a typical drive by post and run away ""choicer?"" I wouldn't be interested.   I digress!   The purpose of this thread (as I understand it) was for people to introduce themselves and say a little about their position. The purpose of this thread was not to debate our differences. I'll not respond to any more ""baiting"" of that sort in this thread. If you have questions about the details of my views, I will gladly answer those. As I may have some questions about yours.",sarc
"Just helping something live doesn't affect evolution unless it affects the ability to reproduce viable offspring.   If there was no nylon before the 1940s and there is an organism that can survive by eating NOTHING else, what does that tell you? There could not have been a population of nylon-eating bacteria before 1940. This is a new population that did not exist before.",sarc
"Actually, it's not. The big bang theory is also science.   What exactly do you think the big bang theory is? What evidence do you think supports it? What evidence is there against it? why do you disagree? What is your education in cosmology - in other words, why is your disagreement rational?",notsarc
"Well, sort of. It isn't necessary, but if you're predicting intelligence from what someone does rather than direct measurements of physical properties, knowing their motivation level might allow you to make more accurate predictions.   Nevertheless even without knowing the subjects' motivations at all, today's generic intelligence tests still have excellent predictive power for success in both school and employment, and are perhaps better predictors for future success than any other method we have (including interviews, personality inventories, aptitude in a particular field)",notsarc
"So what's the deal when GWB ""gives"" $3,000 but the insurance premiums cost $6,000, the family can't make up the difference and the $3,000 goes unspent. All we've accomplished is to transfer $ out of the U.S. Treasury. You think it's a good idea to just give money away and not get anything for it? You're thinking of the Clinton years when there was a surplus.",notsarc
"2, A. Myth;   Complete fabrication.",sarc
Well if you just shoot someone and they die then they dont get their day in court so they dont get due process. The fifth says you cant lose your life without due process.,notsarc
"At 13 - abortion, unless she is uniquely physically advanced. It's incredible how many men are sure being pregnant is no big deal....   Steve - regarding whether she can consent to abortion.   Technically I don't think a minor can consent to either sex or abortion in any state (unless emancipated). I know that is how it is in Minnesota. I am sure the laws vary from state to state.   Medical decisions generally fall to the parents.   I know whether minors should have access to abortion without parental notifications is a controversial issue. On the surface one would think, of course not - but there is concern for those girls who are in abusive situations at home. And as I told VOR, if I had a daughter bound and determined not to tell me, I would rather she have access to safe abortion than resort to something drastic.   A baby pregnant - yikes. Personally I think it's innapropriate and dangerous for a little girl to carry a pregnancy to term. But I would sure love to simply avoid it through better prevention. I do not think an abortion would be anything but scary for her either - but technically, at that age, it would be safer.   Steve - in no way, shape or form is a 13 year old ready for this - not physically, mentally or emotionally - not for pregnancy, and certainly not for parenting. I have a neices that old - good gracious - no way!",notsarc
"But if the repeated tests just confirm the same errors or misinterpretations of the results, all of the independent reviews in the World wont make a difference.",notsarc
"And how is your think group any different, you all think alike just as gun owners all think alike. So stop calling the kettle black.",notsarc
"I think you sound rather immature. And actually, it's tough luck for you, Chuzlife. Because the law is not on your side. And I doubt women who are exercising their Constitutional rights are going to tell you about what's going on with their bodies or within their privacy of their relationships with their physicians and/or family members.   Nor do I blame them one bit.   And just to clarify your position for the board, on this ""child"" definition you keep insisting on. Do you mean to use that terminology for a fertilized egg, too?   As in the photograph I shared earlier?   :flutteringeyelashes:",notsarc
"Well, one person got it right...where in the constitution does it say something about health having to be protected?",notsarc
"Notice that even in this version there are elipses just before the quote in question. My bet is if we were to actually refer to this 44 years old book, Simpson would not be saying what Toxey wants him to say.",notsarc
Where'd Noah get Tasmanian tigers?,sarc
I'm not arguing that gun control will change the nature of men- though guns may make them more willing and confident to engage in crime. With guns criminals can do even more damage. Adding guns to crime is like adding gasoline to a fire- it makes an already existing problem worse. If you think that just as many people die from stabbing and beatings in other developed nations as people die from guns in the US then you need to do more research.,notsarc
"Oh, it certainly is an issue. Martin Killias, a Swiss criminologist, did find a link between gun ownership and homicide in Switzerland. However, my point was to ask you if you would be willing to abide by such regulations. The law in Switzerland requires that military weapons kept in the home be unloaded and stored under lock and key.   I don't think Switzerland is a gun-nut utopia.",sarc
First of all not all Astronomers believe that.   All though it is a very long way to the closest star we really don't know how far stars are away from us it is not possible to know. It is an educated guess at best.   If you base your beliefs on science you will almost always have to change them so are they really beliefs?   Time and distance are 2 different entities. On the other side of the world it is a diffferent day.   A light year is the distance light would travel in a year if at the speed we have computed it to be on earth. How gravity affects light in space in pure specualtion as almost all of the cosmological theories are. Black holes were created to explain the big bang. There are lots of astonomers that are convinced the big bang is a myth.   If the stars were created near the earth and then streched out as the Bible says they were the relationship of time and distance would be quite different and would explain how light from a distant star could be seen.   No one really knows the answer so it is a matter of faith what you decide is true.   Both are possible according to science. The powers that be in science are atheist and get the most press. This does not make them right by default.   There is a very good book on this subject Starlight and Time if you are interested in what a brilliant scientist who believes in Creation has to say.   I will be suprised if you are.   I have read Hawkings and have him on audio and video.   To be fair you should take some time and study the opposing view IMO.,notsarc
"So if Jitobear's mother had the option to abort Jitobear in utero, you want Jitobear to have the same option with any children she carries? That's awfully progressive of you.",sarc
Evolutionary scientists is a confusing term. A geochronologist might work out an age for a lava sample for example. Astronomers have also made comment on the age of the earth as have paleontologists studying certain fossils.   So why would no flood make radiometric much more likely to accurate as you say? Can we hear some specific detail on this as it is kinda significant to backing you your assumption.,notsarc
"Even new Justice Sotomayor, who claimed she ruled by precedent will be bound by the Heller Decision if she remains true to her purported philosophy. The debate between Sui Juris and Res Judicia should no longer be an issue with the liberals on this RIGHT! It either applies to all or it applies to none which would result as Justice W.O. Douglas wrote: ""a revolution"". It is in the government's (federal especially) best interests to keep our soldiers employed in foreign countries. BTW, I think the court decision in Nunn vs. State of Georgia did the best summation of this right!",notsarc
"What, specifically, are you witnessing? A baby being born? A prayer apparently being answered? A near miss? Mysterious coincidences that you interpret as being the work of God? Or do you see dead people rising up out of the grave? And people walking on water? And people turning water into wine and feeding a crowd with a small amount of food?   What kind of miracles are we talking about here?",notsarc
Who is killing children?   Except for George Bush who has seen to the killing of thousands of children in Iraq.,sarc
"Even the ones that are destined to go extinct without producing any ""daughter"" species? Apeart from that quibble though, you are right. But don't tell the creationsts; it'll only confuse them",sarc
Bob!!!! You're bad!!!!,sarc
"Generally, when someone posts an article without a disclaimer, they agree with the findings and the reasoning of the article provided.   Besides, your statement does not change the fact that the reasoning provided is foolish.",notsarc
"we should turn this entire forum into a mythical/religion vs mythical/religion origin debate.   let's see how well the creationists here do against Hindu, Norse, Egyptian, Zoroastrian, Manichean, Yezidi and the whole host of other religion's beliefs of origin.",sarc
"I think I hear a bell dinging!! Ding! Ding! Let the round begin. Your giving me the invite, and I'm willing to take it.   Now I'm not going to make any comments on your ex, or whatever he is to you. Because I don't know him enough to assume anything about him. But I will make general statements on the effects of gay marriages on children.   I have seen so many documents, on teens the are confused about their sexual orintation, because of living i the house with their gay parents. On girl wondered if she was gay because her mother was with another woman. She felt that was normal behavior. And started to concider being with girls herself. But was confused when she started to like men. She actually thought that liking men was abnormal. Until others told her it is normal to like men.   A boy had almost the same experience, he did not know if he too should like men, because his father did. Often he would fight back desires for females, because he thought he needed to be with men. Not only that by he was ridculed by classmates because of his father being gay.   Alot of children endure harassment because of living in a house made up of parents of the same sex. Just because it did not happen to your son, dose not mean that it dose not happen. And your experience is only a fraction of 1% of the experiences that children go through because of having gay parents. It is impossible to say that it dose not happen. If it dose not happen to a few, then thats fine. But the majority suffers, and that far outweighs the few that don't suffer because of having gay parents.",sarc
Uranus. Is. A. Ball. Of. Gas. Genius.,sarc
"I believe that's true, and as a ""believer"" (creationist), here is what is hard to understand about that; In Matthew, 12:30, Jesus says ""He who is not with me is against me, and he who does not gather with me scatters"". It is safe to say that both creationists and theistic evolutionists would accept that statement from Jesus, and would seek to be ""with"" him, while agnostic and atheists would consider themselves ""not with"" him. Yet theistic evolutionists are comfortable to (usually politically) be ""with"" agnostics and atheists, and separate themselves from creationists. If they're genuine Christians, knowing about the warnings in the Bible about false teachings, how can they be comfortable with that?   Miller laments in several places throughout the book that atheists use evolution as a weapon against religion, and that it shouldn't be that way - that it causes more strife between the two than should exist.",notsarc
"That's the trick, isn't it? If its a threat. But since when is a fetus a threat? Sure, when the fetus is endangering the mother's life, fine. But 97% of the time, it's not.   Can a woman kill using her own body? Steal? Rape? No, of course not. I can't rape anyone and get away with it because I used my own body. Next time you get caught stealing, tell the judge that you were using your own body to do it, and you can do whatever you want with your own body. Enjoy the following laugh.   And prove to me that a fetus is not a living human. In fact, find ANYTHING that is made of cells and is or was not living.",sarc
"But then, there also is absolutely no evidence for such an intelligence.",notsarc
"Actually it wasn't sitting somewhere since there was no ""where"" to ""sit"" and ""always"" and ""eternity"" have no meaning outside of time and no ""time"" existed prior to the ""Big Bang"", maybe.",notsarc
"I see -- in your opinion is it is ""illegitimate"", therefore it must be so. I think I trust the legal opinions of the courts more, but then, they do occasionally make mistakes. It's just not at all obvious they've made one in this instance.",sarc
